Ano,Mês,Bairro,Utilização,Tipologia,Total,Valor Recolhido
2013,02,SENADOR CAMARA,RESIDENCIAL,APARTAMENTO,3,5428.05
2013,02,SENADOR CAMARA,RESIDENCIAL,CASA (PROLETARIO),1,5200
2013,02,SENADOR CAMARA,NAO RESIDENCIAL,LOJA,1,794.75
2013,02,VARGEM PEQUENA,RESIDENCIAL,CASA,10,65869.05
2013,02,VARGEM PEQUENA,RESIDENCIAL,APARTAMENTO,1,7352.56
2013,02,VARGEM PEQUENA,TERRITORIAL,TERRENO,8,52238.44
2013,02,VARGEM PEQUENA,NAO RESIDENCIAL,GALPAO,1,5871.32
2013,02,VILA VALQUEIRE,RESIDENCIAL,CASA,4,70112.38
2013,02,VILA VALQUEIRE,RESIDENCIAL,APARTAMENTO,21,138631.24
2013,02,BARRA DA TIJUCA,AREA COMUM,CLUBE,1,120.73
2013,02,BARRA DA TIJUCA,AREA COMUM,TERRENO,38,6291.86
2013,02,BARRA DA TIJUCA,AREA COMUM,ESPECIAL,16,2737.26
2013,02,BARRA DA TIJUCA,RESIDENCIAL,CASA,27,1217979.27
2013,02,BARRA DA TIJUCA,RESIDENCIAL,APART-HOTEL,26,388901.96
2013,02,BARRA DA TIJUCA,RESIDENCIAL,APARTAMENTO,236,5244658.19
2013,02,BARRA DA TIJUCA,TERRITORIAL,TERRENO,15,355713.59
2013,02,BARRA DA TIJUCA,VAGA VINCULADA,APARTAMENTO,2,1001.64
2013,02,BARRA DA TIJUCA,NAO RESIDENCIAL,LOJA,10,154808.44
2013,02,BARRA DA TIJUCA,NAO RESIDENCIAL,SALA,137,917864.83
2013,02,BARRA DA TIJUCA,NAO RESIDENCIAL,ESPECIAL,6,375938.75
2013,02,BARRA DA TIJUCA,NAO RESIDENCIAL,APARTAMENTO,7,129464.41
2013,02,BARRA DA TIJUCA,NAO RESIDENCIAL,LOJA SHOPPING,5,69432.83
2013,02,FREGUESIA(ILHA),RESIDENCIAL,CASA,2,18469.9
2013,02,FREGUESIA(ILHA),RESIDENCIAL,APARTAMENTO,6,24777.12
2013,02,FREGUESIA(ILHA),TERRITORIAL,TERRENO,1,1800
2013,02,JARDIM BOTANICO,RESIDENCIAL,CASA,1,18868.03
2013,02,JARDIM BOTANICO,RESIDENCIAL,APARTAMENTO,13,416729.81
2013,02,JARDIM BOTANICO,NAO RESIDENCIAL,SALA,1,11000
2013,02,MARECHAL HERMES,RESIDENCIAL,CASA,10,20729.26
2013,02,MARECHAL HERMES,RESIDENCIAL,APARTAMENTO,12,17865.48
2013,02,MARECHAL HERMES,RESIDENCIAL,CASA/APTO (PROLETARIO),1,6200
2013,02,PARADA DE LUCAS,RESIDENCIAL,APARTAMENTO,4,11501.98
2013,02,PARADA DE LUCAS,RESIDENCIAL,CASA/APTO (PROLETARIO),1,2000
2013,02,PARADA DE LUCAS,NAO RESIDENCIAL,LOJA,1,2317.98
2013,02,PARADA DE LUCAS,NAO RESIDENCIAL,ESPECIAL,1,14809.2
2013,02,PARQUE ANCHIETA,RESIDENCIAL,CASA,4,24535.02
2013,02,PARQUE ANCHIETA,RESIDENCIAL,APARTAMENTO,3,16818.57
2013,02,PARQUE ANCHIETA,NAO RESIDENCIAL,LOJA,2,8860
2013,02,PARQUE COLUMBIA,RESIDENCIAL,APARTAMENTO,1,2800
2013,02,PARQUE COLUMBIA,RESIDENCIAL,CASA/APTO (PROLETARIO),1,1120.74
2013,02,PARQUE COLUMBIA,TERRITORIAL,TERRENO,1,1697.99
2013,02,TODOS OS SANTOS,RESIDENCIAL,CASA,3,31154.16
2013,02,TODOS OS SANTOS,RESIDENCIAL,APARTAMENTO,22,89429.59
2013,02,JARDIM GUANABARA,RESIDENCIAL,CASA,5,96363.89
2013,02,JARDIM GUANABARA,RESIDENCIAL,APARTAMENTO,20,212635.05
2013,02,JARDIM GUANABARA,NAO RESIDENCIAL,SALA,2,3936.84
2013,02,MAGALHAES BASTOS,RESIDENCIAL,CASA,3,1947.65
2013,02,MAGALHAES BASTOS,RESIDENCIAL,APARTAMENTO,1,3320
2013,02,MAGALHAES BASTOS,RESIDENCIAL,CASA/APTO (PROLETARIO),2,2800
2013,02,ALTO DA BOA VISTA,RESIDENCIAL,CASA,1,54703.56
2013,02,ALTO DA BOA VISTA,RESIDENCIAL,APARTAMENTO,3,18298.02
2013,02,ENGENHO DA RAINHA,RESIDENCIAL,APARTAMENTO,2,6582.23
2013,02,ENGENHO DE DENTRO,RESIDENCIAL,CASA,2,8600
2013,02,ENGENHO DE DENTRO,RESIDENCIAL,APARTAMENTO,48,196774.43
2013,02,ENGENHO DE DENTRO,VAGA VINCULADA,SALA,10,2880
2013,02,ENGENHO DE DENTRO,NAO RESIDENCIAL,LOJA,6,2885.31
2013,02,ENGENHO DE DENTRO,NAO RESIDENCIAL,SALA,5,15266.8
2013,02,ENGENHO DE DENTRO,NAO RESIDENCIAL,ESPECIAL,1,5174
2013,02,PRACA DA BANDEIRA,RESIDENCIAL,SALA,1,2200
2013,02,PRACA DA BANDEIRA,RESIDENCIAL,APARTAMENTO,6,43899.53
2013,02,PRACA DA BANDEIRA,NAO RESIDENCIAL,GALPAO,1,10481.14
2013,02,PRAIA DA BANDEIRA,RESIDENCIAL,APARTAMENTO,2,12400
2013,02,QUINTINO BOCAIUVA,RESIDENCIAL,CASA,15,66516.35
2013,02,QUINTINO BOCAIUVA,RESIDENCIAL,APARTAMENTO,8,24791.58
2013,02,BARRA DE GUARATIBA,RESIDENCIAL,CASA,1,12803.26
2013,02,BARRA DE GUARATIBA,TERRITORIAL,TERRENO,1,600
2013,02,COMPLEXO DO ALEMAO,RESIDENCIAL,APARTAMENTO,1,1244
2013,02,PEDRA DE GUARATIBA,RESIDENCIAL,CASA,3,4433.12
2013,02,PEDRA DE GUARATIBA,RESIDENCIAL,APARTAMENTO,6,10913.42
2013,02,LINS DE VASCONCELOS,RESIDENCIAL,CASA,3,23246.98
2013,02,LINS DE VASCONCELOS,RESIDENCIAL,APARTAMENTO,11,67754.15
2013,02,SENADOR VASCONCELOS,TERRITORIAL,TERRENO,1,340
2013,02,VICENTE DE CARVALHO,RESIDENCIAL,CASA,2,4039.33
2013,02,VICENTE DE CARVALHO,RESIDENCIAL,APARTAMENTO,3,6570.43
2013,02,SAO FRANCISCO XAVIER,RESIDENCIAL,APARTAMENTO,10,40871.66
2013,02,FREGUESIA(JACAREPAGUA),RESIDENCIAL,CASA,12,132672.31
2013,02,FREGUESIA(JACAREPAGUA),RESIDENCIAL,APARTAMENTO,93,696291.62
2013,02,FREGUESIA(JACAREPAGUA),RESIDENCIAL,CASA (PROLETARIO),1,9940
2013,02,FREGUESIA(JACAREPAGUA),TERRITORIAL,TERRENO,1,1021.72
2013,02,FREGUESIA(JACAREPAGUA),NAO RESIDENCIAL,SALA,17,71099.9
2013,02,RICARDO DE ALBUQUERQUE,RESIDENCIAL,CASA,1,541.81
2013,02,RICARDO DE ALBUQUERQUE,RESIDENCIAL,APARTAMENTO,1,796.07
2013,02,RICARDO DE ALBUQUERQUE,RESIDENCIAL,CASA/APTO (PROLETARIO),1,4649.6
2013,02,RECREIO DOS BANDEIRANTES,RESIDENCIAL,CASA,11,251698.5
2013,02,RECREIO DOS BANDEIRANTES,RESIDENCIAL,APART-HOTEL,1,20873.61
2013,02,RECREIO DOS BANDEIRANTES,RESIDENCIAL,APARTAMENTO,167,2169006.08
2013,02,RECREIO DOS BANDEIRANTES,TERRITORIAL,TERRENO,26,365450.46
2013,02,RECREIO DOS BANDEIRANTES,NAO RESIDENCIAL,LOJA,2,14762.16
2013,02,RECREIO DOS BANDEIRANTES,NAO RESIDENCIAL,SALA,68,375103.4
2013,02,RECREIO DOS BANDEIRANTES,NAO RESIDENCIAL,CLUBE,3,8527.21
2013,02,RECREIO DOS BANDEIRANTES,NAO RESIDENCIAL,APARTAMENTO,3,16104
2013,02,RECREIO DOS BANDEIRANTES,NAO RESIDENCIAL,LOJA SHOPPING,5,22230.31
